"Statistic","Month","Consumer Item","UNIT","VALUE"
"National Average Price","1997M07","Leg beef (boneless) per kg.","IEP","4.213"
"National Average Price","1997M07","Brisket pot roast per kg.","IEP","4.087"
"National Average Price","1997M07","Lamb whole leg per kg.","IEP","6.008"
"National Average Price","1997M07","Lamb loin chops per kg.","IEP","8.248"
"National Average Price","1997M07","Lamb gigot chops per kg.","IEP","5.912"
"National Average Price","1997M07","Lamb - neck per kg.","IEP","2.518"
"National Average Price","1997M07","Lambs liver per kg.","IEP","3.407"
"National Average Price","1997M07","Whole leg of pork per kg.","IEP","4.113"
"National Average Price","1997M07","Pork loin chops per kg.","IEP","5.901"
"National Average Price","1997M07","Shoulder roast of pork per kg.","IEP","3.45"
"National Average Price","1997M07","Pork steak per kg.","IEP","8.577"
"National Average Price","1997M07","Best back rashers per kg.","IEP","6.749"
"National Average Price","1997M07","Streaky rashers per kg.","IEP","4.185"
"National Average Price","1997M07","Ham fillet per kg.","IEP","5.919"
"National Average Price","1997M07","Cooked ham per kg.","IEP","8.546"
"National Average Price","1997M07","Pork sausages per kg.","IEP","2.996"
"National Average Price","1997M07","Black pudding per kg.","IEP","2.984"
"National Average Price","1997M07","Fillet of whiting per kg.","IEP","4.528"
"National Average Price","1997M07","Cod cutlets per kg.","IEP","6.607"
"National Average Price","1997M07","Fillet of plaice per kg.","IEP","8.25"
"National Average Price","1997M07","Smoked kippers per kg.","IEP","3.745"
"National Average Price","1997M07","Potatoes per 5lbs","IEP","1.28"
"National Average Price","1997M07","Potatoes 10 kg.","IEP","3.946"
"National Average Price","1997M07","Tomatoes per kg.","IEP","1.47"
"National Average Price","1997M07","Onions per kg.","IEP","0.847"
"National Average Price","1997M07","Broccoli per kg.","IEP","2.213"
"National Average Price","1997M07","Carrots per kg.","IEP","0.739"
"National Average Price","1997M07","Mushrooms per kg.","IEP","2.94"
"National Average Price","1997M07","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1997M07","Irish cheddar per kg.","IEP","5.765"
"National Average Price","1997M07","Butter per lb.","IEP","1.602"
"National Average Price","1997M07","Large (size 2) eggs per dozen","IEP","1.599"
"National Average Price","1997M07","Medium (size 3) eggs per dozen","IEP","1.399"
"National Average Price","1997M07","Bread white sliced, large (800g)","IEP","0.742"
"National Average Price","1997M07","Bread brown sliced, large (800g)","IEP","0.82"
"National Average Price","1997M07","Bread white sliced, small (400g)","IEP","0.552"
"National Average Price","1997M07","White, plain flour per 2 kgs.","IEP","0.944"
"National Average Price","1997M07","White, self-raising flour per 2 kgs.","IEP","0.949"
"National Average Price","1997M07","Brown, wholemeal flour per 2 kgs.","IEP","0.991"
"National Average Price","1997M07","White granulated sugar per kg.","IEP","0.889"
"National Average Price","1997M07","Jam per lb.","IEP","1.017"
"National Average Price","1997M07","Honey per lb.","IEP","1.556"
"National Average Price","1997M07","Marmalade per lb.","IEP","1.022"
"National Average Price","1997M07","Stout - take home (6 x 250ml)","IEP","4.01"
"National Average Price","1997M07","Lager - take home (4 x 330ml)","IEP","3.991"
"National Average Price","1997M07","Ale - take home (6 x 250ml)","IEP","3.95"
"National Average Price","1997M07","Cider - take home ( 500ml can)","IEP","1.209"
"National Average Price","1997M07","Whiskey - take home (70cl bottle)","IEP","13.162"
"National Average Price","1997M07","Brandy - take home (70cl bottle)","IEP","17.914"
"National Average Price","1997M07","Vodka - take home (70cl bottle)","IEP","12.068"
"National Average Price","1997M07","Sherry - take home (75cl bottle)","IEP","7.911"
"National Average Price","1997M07","Stout - draught bar (1 pint)","IEP","1.98"
"National Average Price","1997M07","Lager - draught lounge (1/2 pint)","IEP","1.243"
"National Average Price","1997M07","Lager - draught lounge (1 pint)","IEP","2.189"
"National Average Price","1997M07","Lager - bottled bar (330ml bottle)","IEP","2.112"
"National Average Price","1997M07","Ale - draught bar (1/2 pint)","IEP","1.162"
"National Average Price","1997M07","Ale - draught bar (1 pint)","IEP","2.014"
"National Average Price","1997M07","Cider - bar (330ml bottle)","IEP","2.224"
"National Average Price","1997M07","Plain cigarettes, standard size per 20 pk.","IEP","2.964"
"National Average Price","1997M07","Filtered cigarettes, standard size per 20 pk.","IEP","2.954"
"National Average Price","1997M07","Leaded petrol per ltr.","IEP","0.668"
"National Average Price","1997M07","Petrol - unleaded per ltr.","IEP","0.619"
"National Average Price","1997M07","Liquid petroleum gas per ltr.","IEP","0.381"
"National Average Price","1997M07","Diesel per ltr.","IEP","0.57"
"National Average Price","1997M08","Round steak per kg.","IEP","6.146"
"National Average Price","1997M08","Sirloin steak per kg.","IEP","8.432"
"National Average Price","1997M08","Rib steak per kg.","IEP","4.046"
"National Average Price","1997M08","Leg beef (boneless) per kg.","IEP","4.287"
"National Average Price","1997M08","Brisket pot roast per kg.","IEP","4.078"
"National Average Price","1997M08","Lamb whole leg per kg.","IEP","5.955"
"National Average Price","1997M08","Lamb loin chops per kg.","IEP","8.159"
"National Average Price","1997M08","Lamb gigot chops per kg.","IEP","5.766"
"National Average Price","1997M08","Lamb - neck per kg.","IEP","2.612"
"National Average Price","1997M08","Lambs liver per kg.","IEP","3.384"
"National Average Price","1997M08","Whole leg of pork per kg.","IEP","4.028"
"National Average Price","1997M08","Pork loin chops per kg.","IEP","6.158"
"National Average Price","1997M08","Shoulder roast of pork per kg.","IEP","3.342"
"National Average Price","1997M08","Pork steak per kg.","IEP","8.477"
"National Average Price","1997M08","Best back rashers per kg.","IEP","6.746"
"National Average Price","1997M08","Streaky rashers per kg.","IEP","4.236"
"National Average Price","1997M08","Ham fillet per kg.","IEP","6.068"
"National Average Price","1997M08","Cooked ham per kg.","IEP","8.639"
"National Average Price","1997M08","Pork sausages per kg.","IEP","2.996"
"National Average Price","1997M08","Black pudding per kg.","IEP","2.981"
"National Average Price","1997M08","Fillet of whiting per kg.","IEP","4.522"
"National Average Price","1997M08","Cod cutlets per kg.","IEP","6.699"
"National Average Price","1997M08","Fillet of plaice per kg.","IEP","8.249"
"National Average Price","1997M08","Smoked kippers per kg.","IEP","3.77"
"National Average Price","1997M08","Potatoes per 5lbs","IEP","1.089"
"National Average Price","1997M08","Potatoes 10 kg.","IEP","3.111"
"National Average Price","1997M08","Tomatoes per kg.","IEP","1.513"
"National Average Price","1997M08","Onions per kg.","IEP","0.77"
"National Average Price","1997M08","Broccoli per kg.","IEP","1.735"
"National Average Price","1997M08","Carrots per kg.","IEP","0.672"
"National Average Price","1997M08","Mushrooms per kg.","IEP","2.945"
"National Average Price","1997M08","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1997M08","Irish cheddar per kg.","IEP","5.761"
"National Average Price","1997M08","Butter per lb.","IEP","1.603"
"National Average Price","1997M08","Large (size 2) eggs per dozen","IEP","1.604"
"National Average Price","1997M08","Medium (size 3) eggs per dozen","IEP","1.393"
"National Average Price","1997M08","Bread white sliced, large (800g)","IEP","0.738"
"National Average Price","1997M08","Bread brown sliced, large (800g)","IEP","0.82"
"National Average Price","1997M08","Bread white sliced, small (400g)","IEP","0.554"
"National Average Price","1997M08","White, plain flour per 2 kgs.","IEP","0.946"
"National Average Price","1997M08","White, self-raising flour per 2 kgs.","IEP","0.951"
"National Average Price","1997M08","Brown, wholemeal flour per 2 kgs.","IEP","0.988"
"National Average Price","1997M08","White granulated sugar per kg.","IEP","0.89"
"National Average Price","1997M08","Jam per lb.","IEP","1.017"
"National Average Price","1997M08","Honey per lb.","IEP","1.571"
"National Average Price","1997M08","Marmalade per lb.","IEP","1.028"
"National Average Price","1997M08","Stout - take home (6 x 250ml)","IEP","4.015"
"National Average Price","1997M08","Lager - take home (4 x 330ml)","IEP","4.022"
"National Average Price","1997M08","Ale - take home (6 x 250ml)","IEP","4.135"
"National Average Price","1997M08","Cider - take home ( 500ml can)","IEP","1.211"
"National Average Price","1997M08","Whiskey - take home (70cl bottle)","IEP","13.172"
"National Average Price","1997M08","Brandy - take home (70cl bottle)","IEP","17.928"
"National Average Price","1997M08","Vodka - take home (70cl bottle)","IEP","12.039"
"National Average Price","1997M08","Sherry - take home (75cl bottle)","IEP","7.943"
"National Average Price","1997M08","Stout - draught bar (1 pint)","IEP","1.981"
"National Average Price","1997M08","Lager - draught lounge (1/2 pint)","IEP","1.246"
"National Average Price","1997M08","Lager - draught lounge (1 pint)","IEP","2.192"
"National Average Price","1997M08","Lager - bottled bar (330ml bottle)","IEP","2.123"
"National Average Price","1997M08","Ale - draught bar (1/2 pint)","IEP","1.15"
"National Average Price","1997M08","Ale - draught bar (1 pint)","IEP","2.013"
"National Average Price","1997M08","Cider - bar (330ml bottle)","IEP","2.226"
"National Average Price","1997M08","Plain cigarettes, standard size per 20 pk.","IEP","2.972"
"National Average Price","1997M08","Filtered cigarettes, standard size per 20 pk.","IEP","2.954"
"National Average Price","1997M08","Leaded petrol per ltr.","IEP","0.668"
"National Average Price","1997M08","Petrol - unleaded per ltr.","IEP","0.616"
"National Average Price","1997M08","Liquid petroleum gas per ltr.","IEP","0.381"
"National Average Price","1997M08","Diesel per ltr.","IEP","0.57"
"National Average Price","1997M09","Round steak per kg.","IEP","6.148"
"National Average Price","1997M09","Sirloin steak per kg.","IEP","8.146"
"National Average Price","1997M09","Rib steak per kg.","IEP","4.045"
"National Average Price","1997M09","Leg beef (boneless) per kg.","IEP","4.306"
"National Average Price","1997M09","Brisket pot roast per kg.","IEP","4.101"
"National Average Price","1997M09","Lamb whole leg per kg.","IEP","5.91"
"National Average Price","1997M09","Lamb loin chops per kg.","IEP","8.223"
"National Average Price","1997M09","Lamb gigot chops per kg.","IEP","5.648"
"National Average Price","1997M09","Lamb - neck per kg.","IEP","2.496"
"National Average Price","1997M09","Lambs liver per kg.","IEP","3.359"
"National Average Price","1997M09","Whole leg of pork per kg.","IEP","3.989"
"National Average Price","1997M09","Pork loin chops per kg.","IEP","6.01"
"National Average Price","1997M09","Shoulder roast of pork per kg.","IEP","3.423"
"National Average Price","1997M09","Pork steak per kg.","IEP","8.485"
"National Average Price","1997M09","Best back rashers per kg.","IEP","6.508"
"National Average Price","1997M09","Streaky rashers per kg.","IEP","4.196"
"National Average Price","1997M09","Ham fillet per kg.","IEP","5.994"
"National Average Price","1997M09","Cooked ham per kg.","IEP","8.743"
"National Average Price","1997M09","Pork sausages per kg.","IEP","3.011"
"National Average Price","1997M09","Black pudding per kg.","IEP","2.993"
"National Average Price","1997M09","Fillet of whiting per kg.","IEP","4.246"
"National Average Price","1997M09","Cod cutlets per kg.","IEP","6.759"
"National Average Price","1997M09","Fillet of plaice per kg.","IEP","8.271"
"National Average Price","1997M09","Smoked kippers per kg.","IEP","3.763"
"National Average Price","1997M09","Potatoes per 5lbs","IEP","1.054"
"National Average Price","1997M09","Potatoes 10 kg.","IEP","3.198"
"National Average Price","1997M09","Tomatoes per kg.","IEP","1.521"
"National Average Price","1997M09","Onions per kg.","IEP","0.654"
"National Average Price","1997M09","Broccoli per kg.","IEP","2.157"
"National Average Price","1997M09","Carrots per kg.","IEP","0.644"
"National Average Price","1997M09","Mushrooms per kg.","IEP","2.979"
"National Average Price","1997M09","Fresh pasteurised milk per litre","IEP","0.629"
"National Average Price","1997M09","Irish cheddar per kg.","IEP","5.784"
"National Average Price","1997M09","Butter per lb.","IEP","1.602"
"National Average Price","1997M09","Large (size 2) eggs per dozen","IEP","1.622"
"National Average Price","1997M09","Medium (size 3) eggs per dozen","IEP","1.388"
"National Average Price","1997M09","Bread white sliced, large (800g)","IEP","0.735"
"National Average Price","1997M09","Bread brown sliced, large (800g)","IEP","0.818"
"National Average Price","1997M09","Bread white sliced, small (400g)","IEP","0.551"
"National Average Price","1997M09","White, plain flour per 2 kgs.","IEP","0.948"
"National Average Price","1997M09","White, self-raising flour per 2 kgs.","IEP","0.952"
"National Average Price","1997M09","Brown, wholemeal flour per 2 kgs.","IEP","0.99"
"National Average Price","1997M09","White granulated sugar per kg.","IEP","0.889"
"National Average Price","1997M09","Jam per lb.","IEP","1.019"
"National Average Price","1997M09","Honey per lb.","IEP","1.617"
"National Average Price","1997M09","Marmalade per lb.","IEP","1.014"
"National Average Price","1997M09","Stout - take home (6 x 250ml)","IEP","4.016"
"National Average Price","1997M09","Lager - take home (4 x 330ml)","IEP","4.007"
"National Average Price","1997M09","Ale - take home (6 x 250ml)","IEP","4.102"
"National Average Price","1997M09","Cider - take home ( 500ml can)","IEP","1.18"
"National Average Price","1997M09","Whiskey - take home (70cl bottle)","IEP","13.167"
"National Average Price","1997M09","Brandy - take home (70cl bottle)","IEP","17.936"
